"Season_Id1","Match_Id","Match_Date","Team_Name_Id","Opponent_Team_Id","Venue_Name","Toss_Winner_Id","Toss_Decision","Toss winner id and Toss decision","IS_Superover","IS_Result","Is_DuckWorthLewis","Win_Type","Won_By","Won_By_more than_10 runs","Match_Winner_Id","Man_Of_The_Match_Id","First_Umpire_Id","Second_Umpire_Id","City_Name","Host_Country","Season_Year","Orange_Cap_Id","Purple_Cap_Id","Man_of_the_Series_Id"
"1","336012","6-May-08","3","8","MA Chidambaram Stadium, Chepauk","8","field","8/field","0","1","0","by wickets","7","false","8","53","471","513","Chennai","India","2008","100","102","32"
"1","336013","7-May-08","7","5","Dr DY Patil Sports Academy","7","field","7/field","0","1","0","by wickets","7","false","7","73","476","477","Mumbai","India","2008","100","102","32"
"1","336014","8-May-08","6","3","Feroz Shah Kotla","3","field","3/field","0","1","0","by wickets","4","false","3","20","472","513","Delhi","India","2008","100","102","32"
"1","336015","8-May-08","1","2","Eden Gardens","1","bat","1/bat","0","1","0","by runs","5","false","1","1","470","475","Kolkata","India","2008","100","102","32"
"1","336016","9-May-08","5","8","Sawai Mansingh Stadium","5","field","5/field","0","1","0","by wickets","8","false","5","31","471","492","Jaipur","India","2008","100","102","32"
"1","336017","28-May-08","2","7","M Chinnaswamy Stadium","7","field","7/field","0","1","0","by wickets","9","false","7","149","474","479","Bangalore","India","2008","100","102","32"
"1","336018","10-May-08","3","4","MA Chidambaram Stadium, Chepauk","4","field","4/field","0","1","0","by runs","18","true","3","151","479","480","Chennai","India","2008","100","102","32"
"1","336019","11-May-08","8","1","Rajiv Gandhi International Stadium, Uppal","1","bat","1/bat","0","1","0","by runs","23","true","1","1","475","492","Hyderabad","India","2008","100","102","32"
"1","336020","11-May-08","5","6","Sawai Mansingh Stadium","5","field","5/field","0","1","0","by wickets","3","false","5","32","473","477","Jaipur","India","2008","100","102","32"
"1","336021","12-May-08","4","2","Punjab Cricket Association Stadium, Mohali","2","bat","2/bat","0","1","0","by wickets","9","false","4","100","478","514","Chandigarh","India","2008","100","102","32"
"1","336022","13-May-08","1","6","Eden Gardens","1","bat","1/bat","0","1","0","by runs","23","true","1","144","470","475","Kolkata","India","2008","100","102","32"
"1","336023","14-May-08","7","3","Wankhede Stadium","7","field","7/field","0","1","0","by wickets","9","false","7","44","478","492","Mumbai","India","2008","100","102","32"
"1","336024","28-May-08","4","5","Punjab Cricket Association Stadium, Mohali","5","field","5/field","0","1","0","by runs","41","true","4","100","473","486","Chandigarh","India","2008","100","102","32"
"1","336025","15-May-08","6","8","Feroz Shah Kotla","8","field","8/field","0","1","0","by runs","12","true","6","136","480","512","Delhi","India","2008","100","102","32"
"1","336026","16-May-08","7","1","Wankhede Stadium","7","field","7/field","0","1","0","by wickets","8","false","7","49","478","476","Mumbai","India","2008","100","102","32"
"1","336027","17-May-08","6","4","Feroz Shah Kotla","6","bat","6/bat","0","1","1","by runs","6","false","4","64","479","477","Delhi","India","2008","100","102","32"
"1","336028","17-May-08","5","2","Sawai Mansingh Stadium","2","field","2/field","0","1","0","by runs","65","true","5","74","474","487","Jaipur","India","2008","100","102","32"
"1","336029","18-May-08","8","7","Rajiv Gandhi International Stadium, Uppal","8","field","8/field","0","1","0","by runs","25","true","7","71","478","476","Hyderabad","India","2008","100","102","32"
"1","336030","18-May-08","1","3","Eden Gardens","1","bat","1/bat","0","1","1","by runs","3","false","3","122","470","486","Kolkata","India","2008","100","102","32"
"1","336031","19-May-08","2","6","M Chinnaswamy Stadium","6","field","6/field","0","1","0","by wickets","5","false","6","132","473","512","Bangalore","India","2008","100","102","32"
"1","336032","20-May-08","1","5","Eden Gardens","5","field","5/field","0","1","0","by wickets","6","false","5","31","480","477","Kolkata","India","2008","100","102","32"
"1","336033","21-May-08","7","4","Wankhede Stadium","7","field","7/field","0","1","0","by runs","1","false","4","100","474","512","Mumbai","India","2008","100","102","32"
"1","336034","21-May-08","3","2","MA Chidambaram Stadium, Chepauk","2","bat","2/bat","0","1","0","by runs","14","true","2","124","476","514","Chennai","India","2008","100","102","32"
"1","336036","23-May-08","4","8","Punjab Cricket Association Stadium, Mohali","4","field","4/field","0","1","0","by wickets","6","false","4","100","470","473","Chandigarh","India","2008","100","102","32"
"1","336037","24-May-08","6","7","Feroz Shah Kotla","6","field","6/field","0","1","0","by wickets","5","false","6","88","474","486","Delhi","India","2008","100","102","32"
"1","336038","24-May-08","3","5","MA Chidambaram Stadium, Chepauk","5","bat","5/bat","0","1","0","by runs","10","false","5","109","476","487","Chennai","India","2008","100","102","32"
"1","336039","3-May-08","2","8","M Chinnaswamy Stadium","8","field","8/field","0","1","0","by runs","3","false","2","14","478","487","Bangalore","India","2008","100","102","32"
"1","336040","25-May-08","1","4","Eden Gardens","4","bat","4/bat","0","1","0","by wickets","3","false","1","105","473","514","Kolkata","India","2008","100","102","32"
"1","336041","26-May-08","5","7","Sawai Mansingh Stadium","5","field","5/field","0","1","0","by wickets","5","false","5","102","474","486","Jaipur","India","2008","100","102","32"
"1","336042","27-May-08","8","3","Rajiv Gandhi International Stadium, Uppal","8","bat","8/bat","0","1","0","by wickets","7","false","3","21","480","492","Hyderabad","India","2008","100","102","32"
"1","336043","30-May-08","6","5","Wankhede Stadium","6","field","6/field","0","1","0","by runs","105","true","5","32","474","477","Mumbai","India","2008","100","102","32"
"1","336044","31-May-08","3","4","Wankhede Stadium","4","bat","4/bat","0","1","0","by wickets","9","false","3","122","470","476","Mumbai","India","2008","100","102","32"
"1","336045","1-Jun-08","3","5","Dr DY Patil Sports Academy","5","field","5/field","0","1","0","by wickets","3","false","5","31","474","477","Mumbai","India","2008","100","102","32"
"2","392186","18-Apr-09","3","7","Newlands","3","field","3/field","0","1","0","by runs","19","true","7","133","478","486","Cape Town","South Africa","2009","18","61","53"
"2","392187","18-Apr-09","2","5","Newlands","2","bat","2/bat","0","1","0","by runs","75","true","2","6","478","513","Cape Town","South Africa","2009","18","61","53"
"2","392188","19-Apr-09","6","4","Newlands","6","field","6/field","0","1","1","by wickets","10","false","6","175","471","515","Cape Town","South Africa","2009","18","61","53"
"2","392189","19-Apr-09","8","1","Newlands","1","bat","1/bat","0","1","0","by wickets","8","false","8","61","471","478","Cape Town","South Africa","2009","18","61","53"
"2","392190","20-Apr-09","2","3","St George's Park","3","bat","3/bat","0","1","0","by runs","92","true","3","121","480","490","Port Elizabeth","South Africa","2009","18","61","53"
"2","392191","21-Apr-09","4","1","Kingsmead","1","field","1/field","0","1","1","by runs","11","true","1","162","476","515","Durban","South Africa","2009","18","61","53"
"2","392193","22-Apr-09","2","8","Newlands","8","bat","8/bat","0","1","0","by runs","24","true","8","53","481","492","Cape Town","South Africa","2009","18","61","53"
"2","392194","23-Apr-09","3","6","Kingsmead","6","bat","6/bat","0","1","0","by runs","9","false","6","110","478","490","Durban","South Africa","2009","18","61","53"
"2","392195","23-Apr-09","1","5","Newlands","1","field","1/field","1","1","0","Tie","NULL","false","5","31","471","481","Cape Town","South Africa","2009","18","61","53"
"2","392196","24-Apr-09","2","4","Kingsmead","2","bat","2/bat","0","1","0","by wickets","7","false","4","161","478","516","Durban","South Africa","2009","18","61","53"
"2","392197","25-Apr-09","8","7","Kingsmead","8","bat","8/bat","0","1","0","by runs","12","true","8","131","482","490","Durban","South Africa","2009","18","61","53"
"2","392199","26-Apr-09","2","6","St George's Park","2","bat","2/bat","0","1","0","by wickets","6","false","6","135","483","480","Port Elizabeth","South Africa","2009","18","61","53"
"2","392200","26-Apr-09","4","5","Newlands","4","bat","4/bat","0","1","0","by runs","27","true","4","26","481","486","Cape Town","South Africa","2009","18","61","53"
"2","392201","27-Apr-09","3","8","Kingsmead","8","field","8/field","0","1","0","by wickets","6","false","8","97","475","516","Durban","South Africa","2009","18","61","53"
"2","392202","27-Apr-09","1","7","St George's Park","7","bat","7/bat","0","1","0","by runs","92","true","7","133","480","513","Port Elizabeth","South Africa","2009","18","61","53"
"2","392203","28-Apr-09","6","5","SuperSport Park","6","bat","6/bat","0","1","0","by wickets","5","false","5","31","484","477","Centurion","South Africa","2009","18","61","53"
"2","392204","29-Apr-09","2","1","Kingsmead","1","bat","1/bat","0","1","0","by wickets","5","false","2","11","471","516","Durban","South Africa","2009","18","61","53"
"2","392205","29-Apr-09","4","7","Kingsmead","4","bat","4/bat","0","1","0","by runs","3","false","4","26","471","487","Durban","South Africa","2009","18","61","53"
"2","392206","30-Apr-09","8","6","SuperSport Park","6","field","6/field","0","1","0","by wickets","6","false","6","223","484","492","Centurion","South Africa","2009","18","61","53"
"2","392207","30-Apr-09","3","5","SuperSport Park","5","field","5/field","0","1","0","by runs","38","true","3","21","484","477","Centurion","South Africa","2009","18","61","53"
"2","392208","1-May-09","1","7","Buffalo Park","7","bat","7/bat","0","1","0","by runs","9","false","7","154","481","488","East London","South Africa","2009","18","61","53"
"2","392209","1-May-09","2","4","Kingsmead","2","bat","2/bat","0","1","0","by runs","8","false","2","27","482","489","Durban","South Africa","2009","18","61","53"
"2","392210","2-May-09","8","5","St George's Park","8","bat","8/bat","0","1","0","by wickets","3","false","5","31","483","480","Port Elizabeth","South Africa","2009","18","61","53"
"2","392211","2-May-09","3","6","New Wanderers Stadium","6","field","6/field","0","1","0","by runs","18","true","3","186","476","477","Johannesburg","South Africa","2009","18","61","53"
"2","392212","3-May-09","4","1","St George's Park","1","bat","1/bat","0","1","0","by wickets","6","false","4","64","483","471","Port Elizabeth","South Africa","2009","18","61","53"
"2","392213","3-May-09","2","7","New Wanderers Stadium","7","bat","7/bat","0","1","0","by wickets","9","false","2","9","477","516","Johannesburg","South Africa","2009","18","61","53"
"2","392214","4-May-09","3","8","Buffalo Park","3","bat","3/bat","0","1","0","by runs","78","true","3","20","478","481","East London","South Africa","2009","18","61","53"
"2","392215","5-May-09","4","5","Kingsmead","4","field","4/field","0","1","0","by runs","78","true","5","74","485","475","Durban","South Africa","2009","18","61","53"
"2","392216","5-May-09","6","1","Kingsmead","1","bat","1/bat","0","1","0","by wickets","9","false","6","40","484","475","Durban","South Africa","2009","18","61","53"
"2","392217","6-May-09","8","7","SuperSport Park","8","bat","8/bat","0","1","0","by runs","19","true","8","57","471","482","Centurion","South Africa","2009","18","61","53"
"2","392218","7-May-09","2","5","SuperSport Park","5","field","5/field","0","1","0","by wickets","7","false","5","196","486","476","Centurion","South Africa","2009","18","61","53"
"2","392219","7-May-09","3","4","SuperSport Park","3","bat","3/bat","0","1","1","by runs","12","true","3","18","476","516","Centurion","South Africa","2009","18","61","53"
"2","392220","8-May-09","6","7","Buffalo Park","7","bat","7/bat","0","1","0","by wickets","7","false","6","73","481","488","East London","South Africa","2009","18","61","53"
"2","392221","9-May-09","8","4","De Beers Diamond Oval","4","field","4/field","0","1","0","by wickets","3","false","4","64","484","492","Kimberley","South Africa","2009","18","61","53"
"2","392222","9-May-09","3","5","De Beers Diamond Oval","5","bat","5/bat","0","1","0","by wickets","7","false","3","23","484","482","Kimberley","South Africa","2009","18","61","53"
"2","392223","10-May-09","2","7","St George's Park","7","bat","7/bat","0","1","0","by runs","16","true","7","154","478","480","Port Elizabeth","South Africa","2009","18","61","53"
"2","392224","10-May-09","6","1","New Wanderers Stadium","6","field","6/field","0","1","0","by wickets","7","false","6","136","487","513","Johannesburg","South Africa","2009","18","61","53"
"2","392225","11-May-09","8","5","De Beers Diamond Oval","8","bat","8/bat","0","1","0","by runs","53","true","8","147","484","482","Kimberley","South Africa","2009","18","61","53"
"2","392226","12-May-09","2","1","SuperSport Park","2","field","2/field","0","1","0","by wickets","6","false","2","52","481","485","Centurion","South Africa","2009","18","61","53"
"2","392227","12-May-09","4","7","SuperSport Park","4","bat","4/bat","0","1","0","by wickets","8","false","7","50","485","477","Centurion","South Africa","2009","18","61","53"
"2","392228","13-May-09","8","6","Kingsmead","8","field","8/field","0","1","0","by runs","12","true","6","89","476","487","Durban","South Africa","2009","18","61","53"
"2","392229","14-May-09","2","3","Kingsmead","3","bat","3/bat","0","1","0","by wickets","2","false","2","52","478","476","Durban","South Africa","2009","18","61","53"
"2","392230","14-May-09","7","5","Kingsmead","5","bat","5/bat","0","1","0","by runs","2","false","5","38","478","476","Durban","South Africa","2009","18","61","53"
"2","392231","15-May-09","6","4","OUTsurance Oval","4","field","4/field","0","1","0","by wickets","6","false","4","66","482","475","Bloemfontein","South Africa","2009","18","61","53"
"2","392232","16-May-09","3","7","St George's Park","7","bat","7/bat","0","1","0","by wickets","7","false","3","18","488","490","Port Elizabeth","South Africa","2009","18","61","53"
"2","392233","16-May-09","8","1","New Wanderers Stadium","8","field","8/field","0","1","0","by wickets","6","false","8","57","477","489","Johannesburg","South Africa","2009","18","61","53"
"2","392234","17-May-09","8","4","New Wanderers Stadium","8","field","8/field","0","1","0","by runs","1","false","4","27","489","513","Johannesburg","South Africa","2009","18","61","53"
"2","392235","17-May-09","6","5","OUTsurance Oval","6","bat","6/bat","0","1","0","by runs","14","true","6","110","485","475","Bloemfontein","South Africa","2009","18","61","53"
"2","392236","18-May-09","3","1","SuperSport Park","3","bat","3/bat","0","1","0","by wickets","7","false","1","104","490","513","Centurion","South Africa","2009","18","61","53"
"2","392237","19-May-09","2","6","New Wanderers Stadium","6","bat","6/bat","0","1","0","by wickets","7","false","2","9","475","513","Johannesburg","South Africa","2009","18","61","53"
"2","392238","20-May-09","1","5","Kingsmead","1","field","1/field","0","1","0","by wickets","4","false","1","63","480","490","Durban","South Africa","2009","18","61","53"
"2","392239","20-May-09","3","4","Kingsmead","3","bat","3/bat","0","1","0","by runs","24","true","3","121","480","490","Durban","South Africa","2009","18","61","53"
"2","392240","21-May-09","6","7","SuperSport Park","6","field","6/field","0","1","0","by wickets","4","false","6","41","475","489","Centurion","South Africa","2009","18","61","53"
"2","392241","21-May-09","2","8","SuperSport Park","2","bat","2/bat","0","1","0","by runs","12","true","2","96","475","489","Centurion","South Africa","2009","18","61","53"
"2","392242","22-May-09","6","8","SuperSport Park","8","field","8/field","0","1","0","by wickets","6","false","8","53","478","476","Centurion","South Africa","2009","18","61","53"
"2","392243","23-May-09","2","3","New Wanderers Stadium","2","field","2/field","0","1","0","by wickets","6","false","2","96","477","490","Johannesburg","South Africa","2009","18","61","53"
"2","392244","24-May-09","2","8","New Wanderers Stadium","2","field","2/field","0","1","0","by runs","6","false","8","124","477","490","Johannesburg","South Africa","2009","18","61","53"
"3","419111","12-Mar-10","8","1","Dr DY Patil Sports Academy","8","field","8/field","0","1","0","by runs","11","true","1","191","477","513","Mumbai","India","2010","133","131","133"
"3","419112","13-Mar-10","7","5","Brabourne Stadium","7","bat","7/bat","0","1","0","by runs","4","false","7","31","477","513","Mumbai","India","2010","133","131","133"
"3","419113","13-Mar-10","4","6","Punjab Cricket Association Stadium, Mohali","6","field","6/field","0","1","0","by wickets","5","false","6","40","478","489","Chandigarh","India","2010","133","131","133"
"3","419114","14-Mar-10","1","2","Eden Gardens","1","field","1/field","0","1","0","by wickets","7","false","1","87","482","492","Kolkata","India","2010","133","131","133"
"3","419115","14-Mar-10","3","8","MA Chidambaram Stadium, Chepauk","8","bat","8/bat","0","1","0","by runs","31","true","8","60","486","476","Chennai","India","2010","133","131","133"
"3","419116","15-Mar-10","5","6","Sardar Patel Stadium, Motera","6","field","6/field","0","1","0","by wickets","6","false","6","41","480","477","Ahmedabad","India","2010","133","131","133"
"3","419117","16-Mar-10","2","4","M Chinnaswamy Stadium","4","bat","4/bat","0","1","0","by wickets","8","false","2","9","491","476","Bangalore","India","2010","133","131","133"
"3","419118","16-Mar-10","1","3","Eden Gardens","3","bat","3/bat","0","1","0","by runs","55","true","3","20","482","492","Kolkata","India","2010","133","131","133"
"3","419119","17-Mar-10","6","7","Feroz Shah Kotla","6","field","6/field","0","1","0","by runs","98","true","7","133","478","488","Delhi","India","2010","133","131","133"
"3","419120","18-Mar-10","2","5","M Chinnaswamy Stadium","2","field","2/field","0","1","0","by wickets","10","false","2","9","486","476","Bangalore","India","2010","133","131","133"
"3","419121","19-Mar-10","6","3","Feroz Shah Kotla","6","bat","6/bat","0","1","0","by wickets","5","false","3","18","478","488","Delhi","India","2010","133","131","133"
"3","419122","19-Mar-10","8","4","Barabati Stadium","4","field","4/field","0","1","0","by runs","6","false","8","56","474","481","Cuttack","India","2010","133","131","133"
"3","419123","20-Mar-10","5","1","Sardar Patel Stadium, Motera","5","bat","5/bat","0","1","0","by runs","34","true","5","211","477","513","Ahmedabad","India","2010","133","131","133"
"3","419124","20-Mar-10","7","2","Brabourne Stadium","7","bat","7/bat","0","1","0","by wickets","7","false","2","9","482","485","Mumbai","India","2010","133","131","133"
"3","419125","21-Mar-10","8","6","Barabati Stadium","8","bat","8/bat","0","1","0","by runs","10","false","8","56","474","481","Cuttack","India","2010","133","131","133"
"3","419126","21-Mar-10","3","4","MA Chidambaram Stadium, Chepauk","3","field","3/field","1","1","0","Tie","NULL","false","4","233","486","476","Chennai","India","2010","133","131","133"
"3","419127","22-Mar-10","7","1","Brabourne Stadium","1","bat","1/bat","0","1","0","by wickets","7","false","7","133","485","490","Mumbai","India","2010","133","131","133"
"3","419128","23-Mar-10","2","3","M Chinnaswamy Stadium","3","field","3/field","0","1","0","by runs","36","true","2","46","477","513","Bangalore","India","2010","133","131","133"
"3","419129","24-Mar-10","4","5","Punjab Cricket Association Stadium, Mohali","4","field","4/field","0","1","0","by runs","31","true","5","230","478","488","Chandigarh","India","2010","133","131","133"
"3","419130","25-Mar-10","7","3","Brabourne Stadium","7","field","7/field","0","1","0","by wickets","5","false","7","133","474","492","Mumbai","India","2010","133","131","133"
"3","419131","26-Mar-10","5","8","Sardar Patel Stadium, Motera","8","bat","8/bat","0","1","0","by wickets","8","false","5","31","482","490","Ahmedabad","India","2010","133","131","133"
"3","419132","27-Mar-10","4","1","Punjab Cricket Association Stadium, Mohali","1","bat","1/bat","0","1","0","by runs","39","true","1","87","478","489","Chandigarh","India","2010","133","131","133"
"3","419133","25-Mar-10","2","6","M Chinnaswamy Stadium","2","field","2/field","0","1","0","by runs","17","true","6","237","480","477","Bangalore","India","2010","133","131","133"
"3","419134","28-Mar-10","5","3","Sardar Patel Stadium, Motera","5","bat","5/bat","0","1","0","by runs","17","true","5","183","485","490","Ahmedabad","India","2010","133","131","133"
"3","419135","28-Mar-10","8","7","Dr DY Patil Sports Academy","8","field","8/field","0","1","0","by runs","41","true","7","50","491","486","Mumbai","India","2010","133","131","133"
"3","419136","29-Mar-10","6","1","Feroz Shah Kotla","6","bat","6/bat","0","1","0","by runs","40","true","6","187","485","490","Delhi","India","2010","133","131","133"
"3","419137","30-Mar-10","7","4","Brabourne Stadium","7","field","7/field","0","1","0","by wickets","4","false","7","194","478","488","Mumbai","India","2010","133","131","133"
"3","419138","31-Mar-10","3","2","MA Chidambaram Stadium, Chepauk","2","bat","2/bat","0","1","0","by wickets","5","false","3","185","480","477","Chennai","India","2010","133","131","133"
"3","419139","31-Mar-10","6","5","Feroz Shah Kotla","6","bat","6/bat","0","1","0","by runs","67","true","6","88","482","490","Delhi","India","2010","133","131","133"
"3","419140","1-Apr-10","1","8","Eden Gardens","1","bat","1/bat","0","1","0","by runs","24","true","1","1","486","476","Kolkata","India","2010","133","131","133"
"3","419141","2-Apr-10","4","2","Punjab Cricket Association Stadium, Mohali","4","bat","4/bat","0","1","0","by wickets","6","false","2","158","474","481","Chandigarh","India","2010","133","131","133"
"3","419142","3-Apr-10","3","5","MA Chidambaram Stadium, Chepauk","3","bat","3/bat","0","1","0","by runs","23","true","3","185","477","513","Chennai","India","2010","133","131","133"
"3","419143","3-Apr-10","7","8","Brabourne Stadium","7","bat","7/bat","0","1","0","by runs","63","true","7","208","478","489","Mumbai","India","2010","133","131","133"
"3","419144","4-Apr-10","1","4","Eden Gardens","1","bat","1/bat","0","1","0","by wickets","8","false","4","64","483","476","Kolkata","India","2010","133","131","133"
"3","419145","4-Apr-10","6","2","Feroz Shah Kotla","6","bat","6/bat","0","1","0","by runs","37","true","6","241","474","481","Delhi","India","2010","133","131","133"
"3","419146","5-Apr-10","8","5","Vidarbha Cricket Association Stadium, Jamtha","5","bat","5/bat","0","1","0","by runs","2","false","5","38","482","490","Nagpur","India","2010","133","131","133"
"3","419147","6-Apr-10","3","7","MA Chidambaram Stadium, Chepauk","3","bat","3/bat","0","1","0","by runs","24","true","3","21","483","476","Chennai","India","2010","133","131","133"
"3","419148","7-Apr-10","5","4","Sawai Mansingh Stadium","4","bat","4/bat","0","1","0","by wickets","9","false","5","224","489","488","Jaipur","India","2010","133","131","133"
"3","419149","7-Apr-10","1","6","Eden Gardens","1","bat","1/bat","0","1","0","by runs","14","true","1","1","480","477","Kolkata","India","2010","133","131","133"
"3","419150","8-Apr-10","2","8","M Chinnaswamy Stadium","8","field","8/field","0","1","0","by wickets","7","false","8","178","483","476","Bangalore","India","2010","133","131","133"
"3","419151","9-Apr-10","4","7","Punjab Cricket Association Stadium, Mohali","7","bat","7/bat","0","1","0","by wickets","6","false","4","26","481","492","Chandigarh","India","2010","133","131","133"
"3","419152","10-Apr-10","8","3","Vidarbha Cricket Association Stadium, Jamtha","3","bat","3/bat","0","1","0","by wickets","6","false","8","188","482","490","Nagpur","India","2010","133","131","133"
"3","419153","10-Apr-10","2","1","M Chinnaswamy Stadium","2","field","2/field","0","1","0","by wickets","7","false","2","81","486","476","Bangalore","India","2010","133","131","133"
"3","419154","11-Apr-10","6","4","Feroz Shah Kotla","6","bat","6/bat","0","1","0","by wickets","7","false","4","67","474","492","Delhi","India","2010","133","131","133"
"3","419155","11-Apr-10","5","7","Sawai Mansingh Stadium","5","field","5/field","0","1","0","by runs","37","true","7","133","478","488","Jaipur","India","2010","133","131","133"
"3","419156","12-Apr-10","8","2","Vidarbha Cricket Association Stadium, Jamtha","2","field","2/field","0","1","0","by runs","13","true","8","256","477","513","Nagpur","India","2010","133","131","133"
"3","419157","13-Apr-10","7","6","Brabourne Stadium","7","bat","7/bat","0","1","0","by runs","39","true","7","221","483","476","Mumbai","India","2010","133","131","133"
"3","419158","13-Apr-10","3","1","MA Chidambaram Stadium, Chepauk","1","bat","1/bat","0","1","0","by wickets","9","false","3","201","485","490","Chennai","India","2010","133","131","133"
"3","419159","14-Apr-10","5","2","Sawai Mansingh Stadium","5","bat","5/bat","0","1","0","by wickets","5","false","2","158","478","489","Jaipur","India","2010","133","131","133"
"3","419160","15-Apr-10","3","6","MA Chidambaram Stadium, Chepauk","3","bat","3/bat","0","1","0","by wickets","6","false","6","40","482","485","Chennai","India","2010","133","131","133"
"3","419161","16-Apr-10","4","8","Himachal Pradesh Cricket Association Stadium","8","field","8/field","0","1","0","by wickets","5","false","8","57","481","492","Dharamsala","India","2010","133","131","133"
"3","419162","17-Apr-10","2","7","M Chinnaswamy Stadium","2","field","2/field","0","1","0","by runs","57","true","7","210","482","490","Bangalore","India","2010","133","131","133"
"3","419163","17-Apr-10","1","5","Eden Gardens","5","bat","5/bat","0","1","0","by wickets","8","false","1","346","480","513","Kolkata","India","2010","133","131","133"
"3","419164","18-Apr-10","4","3","Himachal Pradesh Cricket Association Stadium","3","field","3/field","0","1","0","by wickets","6","false","3","20","474","492","Dharamsala","India","2010","133","131","133"
